Month,Points,Ranking,Team
2017-07-01,1500,268,Leeds United AFC
2017-08-01,1500,265,Leeds United AFC
2017-09-01,1500,274,Leeds United AFC
2017-10-01,1500,272,Leeds United AFC
2017-11-01,1500,275,Leeds United AFC
2017-12-01,1500,269,Leeds United AFC
2018-01-01,1500,274,Leeds United AFC
2018-02-01,1500,272,Leeds United AFC
2018-03-01,1500,270,Leeds United AFC
2018-04-01,1500,268,Leeds United AFC
2018-05-01,1500,271,Leeds United AFC
2018-06-01,1500,270,Leeds United AFC
2018-07-01,1500,267,Leeds United AFC
2018-08-01,1500,265,Leeds United AFC
2018-09-01,1500,270,Leeds United AFC
2018-10-01,1500,267,Leeds United AFC
2018-11-01,1500,270,Leeds United AFC
2018-12-01,1500,269,Leeds United AFC
2019-01-01,1500,277,Leeds United AFC
2019-02-01,1500,271,Leeds United AFC
2019-03-01,1500,267,Leeds United AFC
2019-04-01,1500,276,Leeds United AFC
2019-05-01,1500,274,Leeds United AFC
2019-06-01,1500,282,Leeds United AFC
2019-07-01,1500,281,Leeds United AFC
2019-08-01,1500,277,Leeds United AFC
2019-09-01,1500,284,Leeds United AFC
2019-10-01,1500,278,Leeds United AFC
2019-11-01,1500,286,Leeds United AFC
2019-12-01,1500,290,Leeds United AFC
2020-01-01,1500,288,Leeds United AFC
2020-02-01,1500,294,Leeds United AFC
2020-03-01,1500,294,Leeds United AFC
2020-04-01,1500,293,Leeds United AFC
2020-05-01,1500,292,Leeds United AFC
2020-06-01,1500,292,Leeds United AFC
2020-07-01,1500,291,Leeds United AFC
2020-08-01,1500,291,Leeds United AFC
2020-09-01,1500,293,Leeds United AFC
2020-10-01,1529,231,Leeds United AFC
2020-11-01,1565,156,Leeds United AFC
2020-12-01,1553,180,Leeds United AFC
2021-01-01,1595,115,Leeds United AFC
2021-02-01,1622,95,Leeds United AFC
2021-03-01,1602,112,Leeds United AFC
2021-04-01,1614,98,Leeds United AFC
2021-05-01,1660,66,Leeds United AFC
2021-06-01,1725,39,Leeds United AFC
2021-07-01,1725,40,Leeds United AFC
2021-08-01,1725,41,Leeds United AFC
2021-09-01,1705,47,Leeds United AFC
2021-10-01,1669,66,Leeds United AFC
2021-11-01,1661,67,Leeds United AFC
2021-12-01,1661,68,Leeds United AFC
2022-01-01,1622,89,Leeds United AFC
2022-02-01,1636,80,Leeds United AFC
2022-03-01,1569,154,Leeds United AFC
2022-04-01,1566,156,Leeds United AFC
2022-05-01,1591,132,Leeds United AFC
2022-06-01,1596,129,Leeds United AFC
2022-07-01,1596,127,Leeds United AFC
2022-08-01,1596,126,Leeds United AFC
2022-09-01,1632,88,Leeds United AFC
2022-10-01,1614,102,Leeds United AFC
2022-11-01,1586,135,Leeds United AFC
2022-12-01,1590,137,Leeds United AFC
2023-01-01,1595,132,Leeds United AFC
2023-02-01,1585,145,Leeds United AFC
2023-03-01,1566,169,Leeds United AFC
2023-04-01,1596,130,Leeds United AFC
2023-05-01,1524,251,Leeds United AFC
2023-06-01,1502,308,Leeds United AFC
2023-07-01,1502,302,Leeds United AFC
2023-08-01,1502,304,Leeds United AFC
2023-09-01,1502,299,Leeds United AFC
2023-10-01,1502,306,Leeds United AFC
2023-11-01,1502,299,Leeds United AFC
2023-12-01,1502,303,Leeds United AFC
2024-01-01,1502,301,Leeds United AFC
2024-02-01,1502,306,Leeds United AFC
2024-03-01,1502,303,Leeds United AFC
2024-04-01,1502,306,Leeds United AFC
2024-05-01,1502,306,Leeds United AFC
2024-06-01,1502,306,Leeds United AFC
2024-07-01,1502,307,Leeds United AFC
2024-08-01,1502,307,Leeds United AFC
2024-09-01,1502,306,Leeds United AFC
2024-10-01,1502,306,Leeds United AFC
2024-11-01,1502,303,Leeds United AFC
2024-12-01,1502,309,Leeds United AFC
2025-01-01,1502,305,Leeds United AFC
2025-02-01,1502,312,Leeds United AFC
2025-03-01,1502,307,Leeds United AFC
2025-04-01,1502,311,Leeds United AFC
2025-05-01,1502,315,Leeds United AFC
2025-06-01,1502,311,Leeds United AFC
2025-07-01,1502,311,Leeds United AFC
2025-08-01,1502,317,Leeds United AFC
2025-09-01,1560,187,Leeds United AFC
2025-10-01,1543,211,Leeds United AFC
2025-11-01,1520,272,Leeds United AFC
2010-02-01,1500,221,Leicester City FC
2010-03-01,1500,227,Leicester City FC
2010-04-01,1500,228,Leicester City FC
2010-05-01,1500,227,Leicester City FC
2010-06-01,1500,221,Leicester City FC
2010-07-01,1500,223,Leicester City FC
2010-08-01,1500,225,Leicester City FC
2010-09-01,1500,232,Leicester City FC
2010-10-01,1500,239,Leicester City FC
2010-11-01,1500,236,Leicester City FC
2010-12-01,1500,242,Leicester City FC
2011-01-01,1500,239,Leicester City FC
2011-02-01,1500,237,Leicester City FC
2011-03-01,1500,242,Leicester City FC
2011-04-01,1500,240,Leicester City FC
2011-05-01,1500,240,Leicester City FC
2011-06-01,1500,243,Leicester City FC
2011-07-01,1500,238,Leicester City FC
2011-08-01,1500,243,Leicester City FC
2011-09-01,1500,247,Leicester City FC
2011-10-01,1500,243,Leicester City FC
2011-11-01,1500,246,Leicester City FC
2011-12-01,1500,242,Leicester City FC
2012-01-01,1500,237,Leicester City FC
2012-02-01,1500,242,Leicester City FC
2012-03-01,1500,241,Leicester City FC
2012-04-01,1500,235,Leicester City FC
2012-05-01,1500,236,Leicester City FC
2012-06-01,1500,243,Leicester City FC
2012-07-01,1500,240,Leicester City FC
2012-08-01,1500,239,Leicester City FC
2012-09-01,1500,242,Leicester City FC
2012-10-01,1500,237,Leicester City FC
2012-11-01,1500,245,Leicester City FC
2012-12-01,1500,243,Leicester City FC
2013-01-01,1500,240,Leicester City FC
2013-02-01,1500,246,Leicester City FC
2013-03-01,1500,243,Leicester City FC
2013-04-01,1500,250,Leicester City FC
2013-05-01,1500,249,Leicester City FC
2013-06-01,1500,254,Leicester City FC
2013-07-01,1500,255,Leicester City FC
2013-08-01,1500,249,Leicester City FC
2013-09-01,1500,246,Leicester City FC
2013-10-01,1500,244,Leicester City FC
2013-11-01,1500,251,Leicester City FC
2013-12-01,1500,259,Leicester City FC
2014-01-01,1500,253,Leicester City FC
2014-02-01,1500,254,Leicester City FC
2014-03-01,1500,250,Leicester City FC
2014-04-01,1500,250,Leicester City FC
2014-05-01,1500,251,Leicester City FC
2014-06-01,1500,255,Leicester City FC
2014-07-01,1500,253,Leicester City FC
2014-08-01,1500,257,Leicester City FC
2014-09-01,1512,213,Leicester City FC
2014-10-01,1548,143,Leicester City FC
2014-11-01,1513,213,Leicester City FC
2014-12-01,1474,354,Leicester City FC
2015-01-01,1454,423,Leicester City FC
2015-02-01,1461,395,Leicester City FC
2015-03-01,1454,416,Leicester City FC
2015-04-01,1446,457,Leicester City FC
2015-05-01,1517,203,Leicester City FC
2015-06-01,1575,115,Leicester City FC
2015-07-01,1575,113,Leicester City FC
2015-08-01,1575,119,Leicester City FC
2015-09-01,1606,84,Leicester City FC
2015-10-01,1596,98,Leicester City FC
2015-11-01,1646,57,Leicester City FC
2015-12-01,1677,39,Leicester City FC
2016-01-01,1718,31,Leicester City FC
2016-02-01,1737,23,Leicester City FC
2016-03-01,1775,14,Leicester City FC
2016-04-01,1788,12,Leicester City FC
2016-05-01,1806,12,Leicester City FC
2016-06-01,1814,11,Leicester City FC
2016-07-01,1814,11,Leicester City FC
2016-08-01,1814,11,Leicester City FC
2016-09-01,1791,14,Leicester City FC
2016-10-01,1778,15,Leicester City FC
2016-11-01,1768,19,Leicester City FC
2016-12-01,1716,29,Leicester City FC
2017-01-01,1665,49,Leicester City FC
2017-02-01,1608,89,Leicester City FC
2017-03-01,1591,101,Leicester City FC
2017-04-01,1659,55,Leicester City FC
2017-05-01,1678,45,Leicester City FC
2017-06-01,1651,60,Leicester City FC
2017-07-01,1651,63,Leicester City FC
2017-08-01,1651,64,Leicester City FC
2017-09-01,1647,62,Leicester City FC
2017-10-01,1626,79,Leicester City FC
2017-11-01,1650,60,Leicester City FC
2017-12-01,1664,53,Leicester City FC
2018-01-01,1653,57,Leicester City FC
2018-02-01,1671,47,Leicester City FC
2018-03-01,1650,57,Leicester City FC
2018-04-01,1665,53,Leicester City FC
2018-05-01,1619,93,Leicester City FC
2018-06-01,1611,103,Leicester City FC
2018-07-01,1611,102,Leicester City FC
2018-08-01,1611,105,Leicester City FC
2018-09-01,1630,92,Leicester City FC
2018-10-01,1641,78,Leicester City FC
2018-11-01,1608,104,Leicester City FC
2018-12-01,1613,104,Leicester City FC
2019-01-01,1621,95,Leicester City FC
2019-02-01,1615,103,Leicester City FC
2019-03-01,1575,144,Leicester City FC
2019-04-01,1608,108,Leicester City FC
2019-05-01,1639,83,Leicester City FC
2019-06-01,1640,81,Leicester City FC
2019-07-01,1640,82,Leicester City FC
2019-08-01,1640,82,Leicester City FC
2019-09-01,1670,59,Leicester City FC
2019-10-01,1694,44,Leicester City FC
2019-11-01,1731,29,Leicester City FC
2019-12-01,1787,21,Leicester City FC
2020-01-01,1785,21,Leicester City FC
2020-02-01,1767,21,Leicester City FC
2020-03-01,1730,31,Leicester City FC
2020-04-01,1735,29,Leicester City FC
2020-05-01,1735,29,Leicester City FC
2020-06-01,1735,29,Leicester City FC
2020-07-01,1723,30,Leicester City FC
2020-08-01,1668,55,Leicester City FC
2020-09-01,1668,55,Leicester City FC
2020-10-01,1751,27,Leicester City FC
2020-11-01,1719,36,Leicester City FC
2020-12-01,1723,37,Leicester City FC
2021-01-01,1736,35,Leicester City FC
2021-02-01,1743,37,Leicester City FC
2021-03-01,1745,31,Leicester City FC
2021-04-01,1761,27,Leicester City FC
2021-05-01,1745,28,Leicester City FC
2021-06-01,1698,54,Leicester City FC
2021-07-01,1698,54,Leicester City FC
2021-08-01,1698,53,Leicester City FC
2021-09-01,1696,51,Leicester City FC
2021-10-01,1660,73,Leicester City FC
2021-11-01,1685,57,Leicester City FC
2021-12-01,1684,51,Leicester City FC
2022-01-01,1701,48,Leicester City FC
2022-02-01,1678,57,Leicester City FC
2022-03-01,1667,64,Leicester City FC
2022-04-01,1697,48,Leicester City FC
2022-05-01,1697,52,Leicester City FC
2022-06-01,1703,46,Leicester City FC
2022-07-01,1703,46,Leicester City FC
2022-08-01,1703,46,Leicester City FC
2022-09-01,1657,74,Leicester City FC
2022-10-01,1618,96,Leicester City FC
2022-11-01,1654,74,Leicester City FC
2022-12-01,1708,50,Leicester City FC
2023-01-01,1680,60,Leicester City FC
2023-02-01,1635,87,Leicester City FC
2023-03-01,1675,62,Leicester City FC
2023-04-01,1644,83,Leicester City FC
2023-05-01,1606,121,Leicester City FC
2023-06-01,1598,131,Leicester City FC
2023-07-01,1598,131,Leicester City FC
2023-08-01,1598,134,Leicester City FC
2023-09-01,1598,129,Leicester City FC
2023-10-01,1598,132,Leicester City FC
2023-11-01,1598,126,Leicester City FC
2023-12-01,1598,128,Leicester City FC
2024-01-01,1598,131,Leicester City FC
2024-02-01,1598,130,Leicester City FC
2024-03-01,1598,135,Leicester City FC
2024-04-01,1598,132,Leicester City FC
2024-05-01,1598,134,Leicester City FC
2024-06-01,1598,135,Leicester City FC
2024-07-01,1598,135,Leicester City FC
2024-08-01,1598,137,Leicester City FC
2024-09-01,1579,157,Leicester City FC
2024-10-01,1581,155,Leicester City FC
2024-11-01,1580,151,Leicester City FC
2024-12-01,1548,205,Leicester City FC
2025-01-01,1518,261,Leicester City FC
2025-02-01,1507,292,Leicester City FC
2025-03-01,1463,422,Leicester City FC
2025-04-01,1444,505,Leicester City FC
2025-05-01,1435,535,Leicester City FC
2025-06-01,1473,399,Leicester City FC
2025-07-01,1473,399,Leicester City FC
2025-08-01,1473,396,Leicester City FC
2025-09-01,1473,405,Leicester City FC
2025-10-01,1473,404,Leicester City FC
2025-11-01,1472,401,Leicester City FC
2010-02-01,1666,28,Liverpool FC
2010-03-01,1683,24,Liverpool FC
2010-04-01,1682,26,Liverpool FC
2010-05-01,1696,21,Liverpool FC
2010-06-01,1666,34,Liverpool FC
2010-07-01,1666,34,Liverpool FC
2010-08-01,1666,33,Liverpool FC
2010-09-01,1661,27,Liverpool FC
2010-10-01,1651,29,Liverpool FC
2010-11-01,1640,38,Liverpool FC
2010-12-01,1647,35,Liverpool FC
2011-01-01,1607,57,Liverpool FC
2011-02-01,1616,53,Liverpool FC
2011-03-01,1624,41,Liverpool FC
2011-04-01,1667,33,Liverpool FC
2011-05-01,1693,27,Liverpool FC
2011-06-01,1685,24,Liverpool FC
2011-07-01,1685,24,Liverpool FC
2011-08-01,1685,24,Liverpool FC
2011-09-01,1715,18,Liverpool FC
2011-10-01,1682,28,Liverpool FC
2011-11-01,1722,17,Liverpool FC
2011-12-01,1734,15,Liverpool FC
2012-01-01,1734,15,Liverpool FC
2012-02-01,1699,25,Liverpool FC
2012-03-01,1691,27,Liverpool FC
2012-04-01,1631,51,Liverpool FC
2012-05-01,1631,50,Liverpool FC
2012-06-01,1628,57,Liverpool FC
2012-07-01,1628,58,Liverpool FC
2012-08-01,1628,59,Liverpool FC
2012-09-01,1612,68,Liverpool FC
2012-10-01,1624,61,Liverpool FC
2012-11-01,1628,56,Liverpool FC
2012-12-01,1631,57,Liverpool FC
2013-01-01,1643,49,Liverpool FC
2013-02-01,1673,33,Liverpool FC
2013-03-01,1671,32,Liverpool FC
2013-04-01,1696,26,Liverpool FC
2013-05-01,1708,23,Liverpool FC
2013-06-01,1724,24,Liverpool FC
2013-07-01,1724,24,Liverpool FC
2013-08-01,1724,24,Liverpool FC
2013-09-01,1728,21,Liverpool FC
2013-10-01,1729,21,Liverpool FC
2013-11-01,1741,21,Liverpool FC
2013-12-01,1743,22,Liverpool FC
2014-01-01,1765,18,Liverpool FC
2014-02-01,1792,14,Liverpool FC
2014-03-01,1821,10,Liverpool FC
2014-04-01,1889,8,Liverpool FC
2014-05-01,1881,8,Liverpool FC
2014-06-01,1876,9,Liverpool FC
2014-07-01,1876,9,Liverpool FC
2014-08-01,1876,9,Liverpool FC
2014-09-01,1891,7,Liverpool FC
2014-10-01,1823,10,Liverpool FC
2014-11-01,1782,13,Liverpool FC
2014-12-01,1721,21,Liverpool FC
2015-01-01,1723,23,Liverpool FC
2015-02-01,1749,19,Liverpool FC
2015-03-01,1780,13,Liverpool FC
2015-04-01,1789,16,Liverpool FC
2015-05-01,1752,20,Liverpool FC
2015-06-01,1696,35,Liverpool FC
2015-07-01,1696,35,Liverpool FC
2015-08-01,1696,34,Liverpool FC
2015-09-01,1681,39,Liverpool FC
2015-10-01,1665,48,Liverpool FC
2015-11-01,1696,40,Liverpool FC
2015-12-01,1732,26,Liverpool FC
2016-01-01,1686,37,Liverpool FC
2016-02-01,1664,42,Liverpool FC
2016-03-01,1672,41,Liverpool FC
2016-04-01,1713,30,Liverpool FC
2016-05-01,1745,22,Liverpool FC
2016-06-01,1702,30,Liverpool FC
2016-07-01,1702,29,Liverpool FC
2016-08-01,1702,30,Liverpool FC
2016-09-01,1698,31,Liverpool FC
2016-10-01,1752,20,Liverpool FC
2016-11-01,1779,15,Liverpool FC
2016-12-01,1794,14,Liverpool FC
2017-01-01,1812,15,Liverpool FC
2017-02-01,1780,19,Liverpool FC
2017-03-01,1738,22,Liverpool FC
2017-04-01,1770,18,Liverpool FC
2017-05-01,1769,20,Liverpool FC
2017-06-01,1796,17,Liverpool FC
2017-07-01,1796,17,Liverpool FC
2017-08-01,1796,17,Liverpool FC
2017-09-01,1827,15,Liverpool FC
2017-10-01,1797,16,Liverpool FC
2017-11-01,1809,14,Liverpool FC
2017-12-01,1848,13,Liverpool FC
2018-01-01,1871,13,Liverpool FC
2018-02-01,1881,11,Liverpool FC
2018-03-01,1936,9,Liverpool FC
2018-04-01,1918,9,Liverpool FC
2018-05-01,1974,5,Liverpool FC
2018-06-01,1889,9,Liverpool FC
2018-07-01,1889,9,Liverpool FC
2018-08-01,1889,9,Liverpool FC
2018-09-01,1911,8,Liverpool FC
2018-10-01,1948,7,Liverpool FC
2018-11-01,1943,4,Liverpool FC
2018-12-01,1913,6,Liverpool FC
2019-01-01,1973,3,Liverpool FC
2019-02-01,1956,5,Liverpool FC
2019-03-01,1948,5,Liverpool FC
2019-04-01,1989,3,Liverpool FC
2019-05-01,2046,2,Liverpool FC
2019-06-01,2062,1,Liverpool FC
2019-07-01,2080,1,Liverpool FC
2019-08-01,2080,1,Liverpool FC
2019-09-01,2077,1,Liverpool FC
2019-10-01,2058,1,Liverpool FC
2019-11-01,2062,1,Liverpool FC
2019-12-01,2070,1,Liverpool FC
2020-01-01,2118,1,Liverpool FC
2020-02-01,2134,1,Liverpool FC
2020-03-01,2057,1,Liverpool FC
2020-04-01,2023,1,Liverpool FC
2020-05-01,2023,1,Liverpool FC
2020-06-01,2023,2,Liverpool FC
2020-07-01,2016,2,Liverpool FC
2020-08-01,1976,2,Liverpool FC
2020-09-01,1976,2,Liverpool FC
2020-10-01,1998,2,Liverpool FC
2020-11-01,1958,2,Liverpool FC
2020-12-01,1947,2,Liverpool FC
2021-01-01,1934,2,Liverpool FC
2021-02-01,1919,4,Liverpool FC
2021-03-01,1848,8,Liverpool FC
2021-04-01,1838,12,Liverpool FC
2021-05-01,1840,14,Liverpool FC
2021-06-01,1899,6,Liverpool FC
2021-07-01,1899,6,Liverpool FC
2021-08-01,1899,6,Liverpool FC
2021-09-01,1904,6,Liverpool FC
2021-10-01,1955,3,Liverpool FC
2021-11-01,1988,2,Liverpool FC
2021-12-01,2000,2,Liverpool FC
2022-01-01,1996,4,Liverpool FC
2022-02-01,2007,3,Liverpool FC
2022-03-01,2050,1,Liverpool FC
2022-04-01,2042,1,Liverpool FC
2022-05-01,2071,1,Liverpool FC
2022-06-01,2042,1,Liverpool FC
2022-07-01,2042,1,Liverpool FC
2022-08-01,2042,1,Liverpool FC
2022-09-01,1998,3,Liverpool FC
2022-10-01,1969,4,Liverpool FC
2022-11-01,1954,5,Liverpool FC
2022-12-01,1989,5,Liverpool FC
2023-01-01,2001,4,Liverpool FC
2023-02-01,1921,7,Liverpool FC
2023-03-01,1866,10,Liverpool FC
2023-04-01,1861,8,Liverpool FC
2023-05-01,1885,7,Liverpool FC
2023-06-01,1885,6,Liverpool FC
2023-07-01,1885,6,Liverpool FC
2023-08-01,1885,6,Liverpool FC
2023-09-01,1900,6,Liverpool FC
2023-10-01,1916,5,Liverpool FC
2023-11-01,1925,5,Liverpool FC
2023-12-01,1922,6,Liverpool FC
2024-01-01,1916,5,Liverpool FC
2024-02-01,1945,5,Liverpool FC
2024-03-01,1945,4,Liverpool FC
2024-04-01,1972,4,Liverpool FC
2024-05-01,1895,8,Liverpool FC
2024-06-01,1906,7,Liverpool FC
2024-07-01,1906,6,Liverpool FC
2024-08-01,1906,6,Liverpool FC
2024-09-01,1918,7,Liverpool FC
2024-10-01,1940,6,Liverpool FC
2024-11-01,1980,5,Liverpool FC
2024-12-01,2023,1,Liverpool FC
2025-01-01,2050,1,Liverpool FC
2025-02-01,2024,2,Liverpool FC
2025-03-01,2048,1,Liverpool FC
2025-04-01,2041,1,Liverpool FC
2025-05-01,2027,1,Liverpool FC
2025-06-01,1959,4,Liverpool FC
2025-07-01,1959,4,Liverpool FC
2025-08-01,1959,5,Liverpool FC
2025-09-01,1963,5,Liverpool FC
2025-10-01,1928,6,Liverpool FC
2025-11-01,1886,10,Liverpool FC
2010-02-01,1705,17,Manchester City FC
2010-03-01,1719,14,Manchester City FC
2010-04-01,1700,17,Manchester City FC
2010-05-01,1711,14,Manchester City FC
2010-06-01,1699,20,Manchester City FC
2010-07-01,1699,20,Manchester City FC
2010-08-01,1699,20,Manchester City FC
2010-09-01,1703,16,Manchester City FC
2010-10-01,1727,13,Manchester City FC
2010-11-01,1693,17,Manchester City FC
2010-12-01,1715,16,Manchester City FC
2011-01-01,1744,11,Manchester City FC
2011-02-01,1738,12,Manchester City FC
2011-03-01,1720,19,Manchester City FC
2011-04-01,1706,21,Manchester City FC
2011-05-01,1705,18,Manchester City FC
2011-06-01,1734,12,Manchester City FC
2011-07-01,1734,13,Manchester City FC
2011-08-01,1734,13,Manchester City FC
2011-09-01,1784,7,Manchester City FC
2011-10-01,1777,7,Manchester City FC
2011-11-01,1854,5,Manchester City FC
2011-12-01,1861,3,Manchester City FC
2012-01-01,1869,3,Manchester City FC
2012-02-01,1847,3,Manchester City FC
2012-03-01,1879,3,Manchester City FC
2012-04-01,1834,5,Manchester City FC
2012-05-01,1860,5,Manchester City FC
2012-06-01,1881,3,Manchester City FC
2012-07-01,1881,3,Manchester City FC
2012-08-01,1881,3,Manchester City FC
2012-09-01,1876,4,Manchester City FC
2012-10-01,1866,4,Manchester City FC
2012-11-01,1853,7,Manchester City FC
2012-12-01,1860,7,Manchester City FC
2013-01-01,1825,8,Manchester City FC
2013-02-01,1850,7,Manchester City FC
2013-03-01,1819,9,Manchester City FC
2013-04-01,1808,9,Manchester City FC
2013-05-01,1814,10,Manchester City FC
2013-06-01,1793,12,Manchester City FC
2013-07-01,1793,12,Manchester City FC
2013-08-01,1793,12,Manchester City FC
2013-09-01,1779,14,Manchester City FC
2013-10-01,1805,13,Manchester City FC
2013-11-01,1822,12,Manchester City FC
2013-12-01,1837,11,Manchester City FC
2014-01-01,1905,4,Manchester City FC
2014-02-01,1949,4,Manchester City FC
2014-03-01,1882,7,Manchester City FC
2014-04-01,1908,5,Manchester City FC
2014-05-01,1903,6,Manchester City FC
2014-06-01,1922,4,Manchester City FC
2014-07-01,1922,4,Manchester City FC
2014-08-01,1922,4,Manchester City FC
2014-09-01,1914,5,Manchester City FC
2014-10-01,1899,6,Manchester City FC
2014-11-01,1884,7,Manchester City FC
2014-12-01,1895,8,Manchester City FC
2015-01-01,1929,5,Manchester City FC
2015-02-01,1894,7,Manchester City FC
2015-03-01,1878,7,Manchester City FC
2015-04-01,1836,9,Manchester City FC
2015-05-01,1809,12,Manchester City FC
2015-06-01,1852,7,Manchester City FC
2015-07-01,1852,7,Manchester City FC
2015-08-01,1852,7,Manchester City FC
2015-09-01,1902,4,Manchester City FC
2015-10-01,1845,8,Manchester City FC
2015-11-01,1864,7,Manchester City FC
2015-12-01,1828,8,Manchester City FC
2016-01-01,1813,9,Manchester City FC
2016-02-01,1819,8,Manchester City FC
2016-03-01,1812,11,Manchester City FC
2016-04-01,1748,23,Manchester City FC
2016-05-01,1840,9,Manchester City FC
2016-06-01,1798,13,Manchester City FC
2016-07-01,1798,13,Manchester City FC
2016-08-01,1798,13,Manchester City FC
2016-09-01,1839,9,Manchester City FC
2016-10-01,1878,7,Manchester City FC
2016-11-01,1843,10,Manchester City FC
2016-12-01,1864,8,Manchester City FC
2017-01-01,1815,13,Manchester City FC
2017-02-01,1783,17,Manchester City FC
2017-03-01,1840,11,Manchester City FC
2017-04-01,1806,15,Manchester City FC
2017-05-01,1814,15,Manchester City FC
2017-06-01,1845,12,Manchester City FC
2017-07-01,1845,12,Manchester City FC
2017-08-01,1845,12,Manchester City FC
2017-09-01,1852,13,Manchester City FC
2017-10-01,1942,6,Manchester City FC
2017-11-01,1964,5,Manchester City FC
2017-12-01,2014,3,Manchester City FC
2018-01-01,2021,2,Manchester City FC
2018-02-01,2009,3,Manchester City FC
2018-03-01,2021,3,Manchester City FC
2018-04-01,2007,5,Manchester City FC
2018-05-01,1973,6,Manchester City FC
2018-06-01,1966,5,Manchester City FC
2018-07-01,1966,5,Manchester City FC
2018-08-01,1966,5,Manchester City FC
2018-09-01,1970,5,Manchester City FC
2018-10-01,1953,6,Manchester City FC
2018-11-01,2004,3,Manchester City FC
2018-12-01,2024,2,Manchester City FC
2019-01-01,1959,5,Manchester City FC
2019-02-01,1949,6,Manchester City FC
2019-03-01,1987,4,Manchester City FC
2019-04-01,2001,2,Manchester City FC
2019-05-01,2023,3,Manchester City FC
2019-06-01,2028,2,Manchester City FC
2019-07-01,2028,2,Manchester City FC
2019-08-01,2028,2,Manchester City FC
2019-09-01,2033,2,Manchester City FC
2019-10-01,2033,2,Manchester City FC
2019-11-01,2013,2,Manchester City FC
2019-12-01,1980,2,Manchester City FC
2020-01-01,1978,3,Manchester City FC
2020-02-01,1978,2,Manchester City FC
2020-03-01,1982,3,Manchester City FC
2020-04-01,1951,3,Manchester City FC
2020-05-01,1951,3,Manchester City FC
2020-06-01,1951,3,Manchester City FC
2020-07-01,1938,3,Manchester City FC
2020-08-01,1966,3,Manchester City FC
2020-09-01,1928,4,Manchester City FC
2020-10-01,1899,6,Manchester City FC
2020-11-01,1922,4,Manchester City FC
2020-12-01,1919,3,Manchester City FC
2021-01-01,1926,4,Manchester City FC
2021-02-01,1962,3,Manchester City FC
2021-03-01,2039,2,Manchester City FC
2021-04-01,2017,2,Manchester City FC
2021-05-01,2049,2,Manchester City FC
2021-06-01,1982,2,Manchester City FC
2021-07-01,1982,2,Manchester City FC
2021-08-01,1982,2,Manchester City FC
2021-09-01,1971,2,Manchester City FC
2021-10-01,1970,2,Manchester City FC
2021-11-01,1956,4,Manchester City FC
2021-12-01,1997,3,Manchester City FC
2022-01-01,2008,3,Manchester City FC
2022-02-01,2015,2,Manchester City FC
2022-03-01,2022,3,Manchester City FC
2022-04-01,2004,3,Manchester City FC
2022-05-01,2039,2,Manchester City FC
2022-06-01,2013,2,Manchester City FC
2022-07-01,2013,2,Manchester City FC
2022-08-01,2013,2,Manchester City FC
2022-09-01,2022,2,Manchester City FC
2022-10-01,2035,2,Manchester City FC
2022-11-01,2022,3,Manchester City FC
2022-12-01,1997,4,Manchester City FC
2023-01-01,1990,5,Manchester City FC
2023-02-01,1993,3,Manchester City FC
2023-03-01,1995,4,Manchester City FC
2023-04-01,2026,2,Manchester City FC
2023-05-01,2081,1,Manchester City FC
2023-06-01,2075,1,Manchester City FC
2023-07-01,2093,1,Manchester City FC
2023-08-01,2093,1,Manchester City FC
2023-09-01,2086,1,Manchester City FC
2023-10-01,2073,1,Manchester City FC
2023-11-01,2091,1,Manchester City FC
2023-12-01,2078,1,Manchester City FC
2024-01-01,2067,1,Manchester City FC
2024-02-01,2073,1,Manchester City FC
2024-03-01,2079,1,Manchester City FC
2024-04-01,2075,1,Manchester City FC
2024-05-01,2092,1,Manchester City FC
2024-06-01,2111,1,Manchester City FC
2024-07-01,2111,1,Manchester City FC
2024-08-01,2111,1,Manchester City FC
2024-09-01,2127,1,Manchester City FC
2024-10-01,2101,1,Manchester City FC
2024-11-01,2114,1,Manchester City FC
2024-12-01,1970,5,Manchester City FC
2025-01-01,1885,11,Manchester City FC
2025-02-01,1902,11,Manchester City FC
2025-03-01,1872,10,Manchester City FC
2025-04-01,1849,10,Manchester City FC
2025-05-01,1893,8,Manchester City FC
2025-06-01,1912,8,Manchester City FC
2025-07-01,1939,7,Manchester City FC
2025-08-01,1907,8,Manchester City FC
2025-09-01,1904,8,Manchester City FC
2025-10-01,1926,8,Manchester City FC
2025-11-01,1953,5,Manchester City FC
2010-02-01,1810,5,Manchester United FC
2010-03-01,1808,5,Manchester United FC
2010-04-01,1836,3,Manchester United FC
2010-05-01,1844,3,Manchester United FC
2010-06-01,1857,4,Manchester United FC
2010-07-01,1857,4,Manchester United FC
2010-08-01,1857,4,Manchester United FC
2010-09-01,1856,3,Manchester United FC
2010-10-01,1851,4,Manchester United FC
2010-11-01,1850,4,Manchester United FC
2010-12-01,1873,3,Manchester United FC
2011-01-01,1867,3,Manchester United FC
2011-02-01,1883,3,Manchester United FC
2011-03-01,1874,3,Manchester United FC
2011-04-01,1842,3,Manchester United FC
2011-05-01,1917,2,Manchester United FC
2011-06-01,1878,3,Manchester United FC
2011-07-01,1878,3,Manchester United FC
2011-08-01,1878,3,Manchester United FC
2011-09-01,1904,3,Manchester United FC
2011-10-01,1898,3,Manchester United FC
2011-11-01,1867,3,Manchester United FC
2011-12-01,1858,4,Manchester United FC
